id,jun,jul,ago,set,out,nov,dez,jan
5329088,0.0,0.0,0.0,0.0,150.0,1500.0,2755.0,7620.0
5329222,0.0,0.0,0.0,0.0,0.0,1990.0,6000.0,4550.0
5332855,0.0,0.0,0.0,0.0,0.0,0.0,2800.0,11200.0
5337073,0.0,1464.0,1830.0,488.0,0.0,2562.0,2196.0,0.0
5344016,6000.0,6160.0,3700.0,1370.0,1760.0,3890.0,1520.0,1200.0
5347075,450.0,0.0,5850.0,1350.0,0.0,450.0,6450.0,14030.0
5351234,450.0,0.0,0.0,817.0,2641.0,2487.0,1730.0,0.0
5351543,1120.0,300.0,1100.0,840.0,4650.0,4390.0,6360.0,8410.0
5383167,220.0,800.0,360.0,3540.0,3240.0,6480.0,14480.0,19200.0
5385725,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0
5419604,289.0,0.0,4407.0,1356.0,8136.0,598.0,4489.0,10586.0
5421282,0.0,0.0,800.0,1600.0,24800.0,16000.0,24800.0,6400.0
5427430,0.0,0.0,0.0,0.0,0.0,0.0,3540.0,7965.0
5432865,1800.0,0.0,11200.0,3500.0,0.0,2400.0,20800.0,32500.0
5441332,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,960.0
5446162,0.0,0.0,0.0,600.0,2700.0,0.0,4400.0,0.0
5446646,0.0,0.0,90.0,630.0,540.0,2674.0,4995.0,9255.0
5457927,300.0,300.0,3900.0,900.0,0.0,3900.0,6100.0,9400.0
5468047,0.0,0.0,0.0,0.0,0.0,588.0,882.0,0.0
5475732,500.0,500.0,500.0,0.0,0.0,500.0,7500.0,6000.0
5484025,0.0,0.0,2400.0,4600.0,5960.0,1278.0,4785.0,0.0
10229747,0.0,0.0,0.0,0.0,900.0,1000.0,5000.0,8400.0
10230039,1330.0,1160.0,1560.0,1056.0,1008.0,1774.0,2255.0,2870.0
10232061,0.0,1800.0,3600.0,8400.0,0.0,0.0,3840.0,14810.0
10232552,0.0,0.0,0.0,0.0,0.0,0.0,9600.0,4800.0
10242360,4200.0,580.0,600.0,5150.0,12100.0,7800.0,13820.0,4800.0
10242695,375.0,1125.0,500.0,420.0,75.0,75.0,2050.0,1610.0
10248721,0.0,200.0,0.0,0.0,0.0,0.0,590.0,630.0
10293637,0.0,0.0,0.0,0.0,0.0,0.0,6834.0,12062.0
10305730,0.0,0.0,0.0,0.0,0.0,640.0,3720.0,8560.0
10338427,0.0,200.0,0.0,0.0,0.0,0.0,195.0,0.0
10342154,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,10800.0
10349702,0.0,0.0,0.0,0.0,0.0,0.0,43200.0,18200.0
10349730,90.0,88.0,44.0,88.0,1395.0,675.0,500.0,985.0
10353096,0.0,0.0,0.0,0.0,0.0,0.0,158.0,1896.0
10355872,465.0,340.0,825.0,905.0,0.0,730.0,5930.0,7105.0
10358229,0.0,0.0,0.0,0.0,0.0,7200.0,25063.0,36234.0
10361573,0.0,0.0,0.0,0.0,0.0,0.0,2450.0,3930.0
10363087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10366668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10367722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10375110,3450.0,2990.0,2930.0,3420.0,4070.0,4190.0,2940.0,5400.0
16251623,233.0,0.0,6565.0,4040.0,0.0,7361.0,6502.0,2598.0
16251833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16254045,2250.0,0.0,4607.0,0.0,0.0,2608.0,7966.0,10000.0
